 #    i     x              ref(x)   imf(x)    k   th(k)    reF(k)    imF(k)    reF-1(x)   imF-1(x)
    430  -3.2031       10.26001       0.000000        67.54      0.4383826E-03  0.8133379E-03 -0.5003698E-16   10.26001      0.2739122E-13
    431  -3.1641       10.01129       0.000000        67.70     -0.4363507E-03  0.8120644E-03  0.2054150E-15   10.01129     -0.1994138E-13
    432  -3.1250       9.765625       0.000000        67.86      0.4343329E-03  0.8108091E-03 -0.5123379E-17   9.765625     -0.2819966E-13
    433  -3.0859       9.523010       0.000000        68.02     -0.4323291E-03  0.8095720E-03  0.6739640E-15   9.523010     -0.8369106E-14
    434  -3.0469       9.283447       0.000000        68.17      0.4303391E-03  0.8083529E-03 -0.4667595E-16   9.283447      0.3691492E-14
    435  -3.0078       9.046936       0.000000        68.33     -0.4283628E-03  0.8071517E-03  0.2537033E-15   9.046936     -0.1415669E-14
    436  -2.9688       8.813477       0.000000        68.49      0.4264001E-03  0.8059684E-03 -0.2304454E-17   8.813477      0.1917230E-13
    437  -2.9297       8.583069       0.000000        68.64     -0.4244508E-03  0.8048028E-03  0.2470662E-15   8.583069     -0.1366282E-13
    438  -2.8906       8.355713       0.000000        68.80      0.4225149E-03  0.8036548E-03 -0.1273833E-16   8.355713      0.8031703E-14
    439  -2.8516       8.131409       0.000000        68.96     -0.4205922E-03  0.8025244E-03 -0.6612101E-15   8.131409      0.2148282E-13
    440  -2.8125       7.910156       0.000000        69.12      0.4186826E-03  0.8014115E-03  0.2732189E-16   7.910156      0.1218797E-13
    441  -2.7734       7.691956       0.000000        69.27     -0.4167859E-03  0.8003159E-03 -0.1017317E-14   7.691956     -0.3640497E-13
    442  -2.7344       7.476807       0.000000        69.43      0.4149022E-03  0.7992376E-03 -0.1474515E-16   7.476807     -0.5738331E-14
    443  -2.6953       7.264709       0.000000        69.59     -0.4130311E-03  0.7981765E-03 -0.1426810E-15   7.264709     -0.1820058E-13
    444  -2.6562       7.055664       0.000000        69.74      0.4111727E-03  0.7971326E-03  0.1930299E-16   7.055664     -0.4925273E-15
    445  -2.6172       6.849670       0.000000        69.90     -0.4093268E-03  0.7961056E-03  0.1322727E-16   6.849670      0.1694505E-13
    446  -2.5781       6.646729       0.000000        70.06      0.4074933E-03  0.7950956E-03  0.1019318E-15   6.646729     -0.5342948E-14
    447  -2.5391       6.446838       0.000000        70.21     -0.4056722E-03  0.7941024E-03  0.1949612E-14   6.446838      0.1418310E-13
    448  -2.5000       6.250000       0.000000        70.37      0.4038631E-03  0.7931260E-03   0.000000       6.250000     -0.1745879E-13
    449  -2.4609       6.056213       0.000000        70.53     -0.4020662E-03  0.7921663E-03 -0.3414990E-16   6.056213     -0.5038174E-14
    450  -2.4219       5.865479       0.000000        70.69      0.4002812E-03  0.7912233E-03 -0.1655342E-15   5.865479      0.7080355E-15
    451  -2.3828       5.677795       0.000000        70.84     -0.3985081E-03  0.7902968E-03 -0.6819841E-16   5.677795      0.1566883E-13
    452  -2.3438       5.493164       0.000000        71.00      0.3967467E-03  0.7893868E-03  0.2937121E-16   5.493164      0.2109477E-13
    453  -2.3047       5.311584       0.000000        71.16     -0.3949970E-03  0.7884931E-03 -0.1438958E-15   5.311584     -0.9436896E-15
    454  -2.2656       5.133057       0.000000        71.31      0.3932589E-03  0.7876158E-03  0.5843312E-16   5.133057     -0.4859909E-15
    455  -2.2266       4.957581       0.000000        71.47     -0.3915322E-03  0.7867548E-03  0.1838448E-15   4.957581     -0.1175475E-13
    456  -2.1875       4.785156       0.000000        71.63      0.3898168E-03  0.7859100E-03  0.2910549E-16   4.785156      0.4537768E-14
    457  -2.1484       4.615784       0.000000        71.79     -0.3881127E-03  0.7850813E-03  0.2726691E-15   4.615784      0.8236870E-14
    458  -2.1094       4.449463       0.000000        71.94      0.3864197E-03  0.7842687E-03  0.4676996E-16   4.449463      0.1835351E-13
    459  -2.0703       4.286194       0.000000        72.10     -0.3847378E-03  0.7834721E-03  0.4451657E-16   4.286194     -0.1032956E-14
    460  -2.0312       4.125977       0.000000        72.26      0.3830669E-03  0.7826914E-03 -0.2077838E-16   4.125977     -0.1540434E-14
    461  -1.9922       3.968811       0.000000        72.41     -0.3814068E-03  0.7819266E-03 -0.1457687E-15   3.968811     -0.2807463E-13
    462  -1.9531       3.814697       0.000000        72.57      0.3797574E-03  0.7811776E-03  0.7279510E-16   3.814697      0.1894318E-13
    463  -1.9141       3.663635       0.000000        72.73     -0.3781188E-03  0.7804444E-03  0.3956278E-16   3.663635     -0.1328258E-13
    464  -1.8750       3.515625       0.000000        72.88      0.3764907E-03  0.7797268E-03 -0.1121406E-17   3.515625     -0.1212972E-13
    465  -1.8359       3.370667       0.000000        73.04     -0.3748732E-03  0.7790250E-03 -0.3786953E-15   3.370667     -0.6643929E-14
    466  -1.7969       3.228760       0.000000        73.20      0.3732660E-03  0.7783387E-03 -0.6452380E-16   3.228760      0.5003077E-14
    467  -1.7578       3.089905       0.000000        73.36     -0.3716691E-03  0.7776679E-03 -0.2406418E-15   3.089905      0.3864696E-14
    468  -1.7188       2.954102       0.000000        73.51      0.3700825E-03  0.7770127E-03  0.1395220E-16   2.954102      0.3015643E-13
    469  -1.6797       2.821350       0.000000        73.67     -0.3685060E-03  0.7763729E-03  0.7906378E-16   2.821350     -0.1801337E-13
    470  -1.6406       2.691650       0.000000        73.83      0.3669396E-03  0.7757484E-03 -0.5532404E-16   2.691650      0.3581006E-14
    471  -1.6016       2.565002       0.000000        73.98     -0.3653831E-03  0.7751393E-03 -0.2702893E-15   2.565002      0.1732602E-13
    472  -1.5625       2.441406       0.000000        74.14      0.3638365E-03  0.7745455E-03  0.2303396E-16   2.441406     -0.1475236E-13
    473  -1.5234       2.320862       0.000000        74.30     -0.3622997E-03  0.7739670E-03 -0.3110043E-15   2.320862      0.8397403E-15
    474  -1.4844       2.203369       0.000000        74.46      0.3607726E-03  0.7734036E-03  0.2512796E-16   2.203369      0.5692576E-15
    475  -1.4453       2.088928       0.000000        74.61     -0.3592552E-03  0.7728554E-03  0.7892992E-16   2.088928     -0.1214987E-13
    476  -1.4062       1.977539       0.000000        74.77      0.3577473E-03  0.7723223E-03  0.1732170E-16   1.977539     -0.1510611E-13
    477  -1.3672       1.869202       0.000000        74.93     -0.3562489E-03  0.7718043E-03 -0.1037092E-15   1.869202      0.2195466E-13
    478  -1.3281       1.763916       0.000000        75.08      0.3547598E-03  0.7713014E-03 -0.2452591E-15   1.763916      0.3552714E-14
    479  -1.2891       1.661682       0.000000        75.24     -0.3532801E-03  0.7708134E-03  0.1974182E-14   1.661682     -0.5593017E-14
    480  -1.2500       1.562500       0.000000        75.40      0.3518097E-03  0.7703404E-03   0.000000       1.562500     -0.7473323E-14
    481  -1.2109       1.466370       0.000000        75.56     -0.3503484E-03  0.7698823E-03  0.5208667E-15   1.466370      0.1752138E-14
    482  -1.1719       1.373291       0.000000        75.71      0.3488961E-03  0.7694391E-03  0.5950058E-15   1.373291     -0.3660468E-14
    483  -1.1328       1.283264       0.000000        75.87     -0.3474529E-03  0.7690108E-03 -0.1353000E-15   1.283264      0.1664300E-13
    484  -1.0938       1.196289       0.000000        76.03      0.3460187E-03  0.7685972E-03  0.9864143E-17   1.196289      0.1283178E-13
    485  -1.0547       1.112366       0.000000        76.18     -0.3445932E-03  0.7681985E-03  0.3868258E-16   1.112366     -0.6280370E-15
    486  -1.0156       1.031494       0.000000        76.34      0.3431766E-03  0.7678145E-03 -0.2596979E-16   1.031494      0.1542337E-14
    487 -0.97656      0.9536743       0.000000        76.50     -0.3417687E-03  0.7674453E-03  0.3171810E-15  0.9536743      0.8587887E-15
    488 -0.93750      0.8789062       0.000000        76.65      0.3403695E-03  0.7670908E-03 -0.2812542E-17  0.8789062      0.5107026E-14
    489 -0.89844      0.8071899       0.000000        76.81     -0.3389788E-03  0.7667509E-03  0.3629389E-15  0.8071899      0.9870644E-14
    490 -0.85938      0.7385254       0.000000        76.97      0.3375966E-03  0.7664257E-03 -0.1091313E-15  0.7385254      0.1658042E-13
    491 -0.82031      0.6729126       0.000000        77.13     -0.3362229E-03  0.7661151E-03  0.9258304E-17  0.6729126     -0.4959541E-14
    492 -0.78125      0.6103516       0.000000        77.28      0.3348575E-03  0.7658191E-03  0.5208551E-18  0.6103516     -0.2180447E-14
    493 -0.74219      0.5508423       0.000000        77.44     -0.3335004E-03  0.7655377E-03 -0.1669671E-15  0.5508423     -0.2882593E-13
    494 -0.70312      0.4943848       0.000000        77.60      0.3321516E-03  0.7652709E-03  0.2225168E-16  0.4943848      0.2847912E-13
    495 -0.66406      0.4409790       0.000000        77.75     -0.3308109E-03  0.7650186E-03  0.3224919E-15  0.4409790     -0.1170341E-13
    496 -0.62500      0.3906250       0.000000        77.91      0.3294784E-03  0.7647808E-03  0.6220348E-17  0.3906250     -0.1176836E-13
    497 -0.58594      0.3433228       0.000000        78.07     -0.3281538E-03  0.7645575E-03  0.1311655E-15  0.3433228     -0.9496605E-15
    498 -0.54688      0.2990723       0.000000        78.23      0.3268373E-03  0.7643487E-03  0.5064291E-16  0.2990723     -0.7410739E-14
    499 -0.50781      0.2578735       0.000000        78.38     -0.3255286E-03  0.7641543E-03 -0.3032279E-15  0.2578735      0.1005446E-13
    500 -0.46875      0.2197266       0.000000        78.54      0.3242278E-03  0.7639745E-03  0.7313124E-18  0.2197266      0.1473141E-13
    501 -0.42969      0.1846313       0.000000        78.70     -0.3229348E-03  0.7638090E-03 -0.1136966E-15  0.1846313     -0.1799595E-13
    502 -0.39062      0.1525879       0.000000        78.85      0.3216494E-03  0.7636580E-03  0.1853688E-15  0.1525879     -0.6531267E-14
    503 -0.35156      0.1235962       0.000000        79.01     -0.3203718E-03  0.7635214E-03 -0.1632340E-15  0.1235962      0.1905937E-13
    504 -0.31250      0.9765625E-01   0.000000        79.17      0.3191017E-03  0.7633992E-03   0.000000      0.9765625E-01 -0.4337480E-15
    505 -0.27344      0.7476807E-01   0.000000        79.33     -0.3178392E-03  0.7632914E-03 -0.1092365E-15  0.7476807E-01 -0.3986462E-14
    506 -0.23438      0.5493164E-01   0.000000        79.48      0.3165842E-03  0.7631980E-03 -0.1556145E-16  0.5493164E-01  0.2810386E-14
    507 -0.19531      0.3814697E-01   0.000000        79.64     -0.3153366E-03  0.7631190E-03  0.5768794E-16  0.3814697E-01 -0.9946837E-14
    508 -0.15625      0.2441406E-01   0.000000        79.80      0.3140963E-03  0.7630544E-03  0.1088395E-17  0.2441406E-01 -0.1135366E-13
    509 -0.11719      0.1373291E-01   0.000000        79.95     -0.3128633E-03  0.7630041E-03  0.2216361E-15  0.1373291E-01  0.2229807E-13
    510 -0.78125E-01  0.6103516E-02   0.000000        80.11      0.3116376E-03  0.7629682E-03  0.2125204E-15  0.6103516E-02 -0.2803045E-14
    511 -0.39062E-01  0.1525879E-02   0.000000        80.27     -0.3104191E-03  0.7629466E-03  0.6835481E-15  0.1525879E-02 -0.6557926E-15
    512   0.0000       0.000000       0.000000        80.42      0.3092077E-03  0.7629395E-03   0.000000       0.000000      0.3543711E-30
    513  0.39062E-01  0.1525879E-02   0.000000        80.58     -0.3080034E-03  0.7629466E-03 -0.2931683E-15  0.1525879E-02 -0.5689893E-15
    514  0.78125E-01  0.6103516E-02   0.000000        80.74      0.3068061E-03  0.7629682E-03 -0.2133710E-15  0.6103516E-02 -0.7494005E-14
    515  0.11719      0.1373291E-01   0.000000        80.90     -0.3056158E-03  0.7630041E-03 -0.1864828E-15  0.1373291E-01  0.1962319E-13
    516  0.15625      0.2441406E-01   0.000000        81.05      0.3044324E-03  0.7630544E-03  0.4466913E-16  0.2441406E-01  0.1193490E-14
    517  0.19531      0.3814697E-01   0.000000        81.21     -0.3032558E-03  0.7631190E-03 -0.8716985E-16  0.3814697E-01  0.2220446E-14
    518  0.23438      0.5493164E-01   0.000000        81.37      0.3020861E-03  0.7631980E-03  0.8673617E-18  0.5493164E-01  0.1360023E-14
    519  0.27344      0.7476807E-01   0.000000        81.52     -0.3009231E-03  0.7632914E-03  0.9280771E-16  0.7476807E-01 -0.6800116E-14
    520  0.31250      0.9765625E-01   0.000000        81.68      0.2997668E-03  0.7633992E-03 -0.5204170E-17  0.9765625E-01 -0.2053913E-14
    521  0.35156      0.1235962       0.000000        81.84     -0.2986172E-03  0.7635214E-03  0.1632808E-15  0.1235962      0.2803313E-14
    522  0.39062      0.1525879       0.000000        82.00      0.2974742E-03  0.7636580E-03 -0.1632808E-15  0.1525879      0.7438494E-14
    523  0.42969      0.1846313       0.000000        82.15     -0.2963377E-03  0.7638090E-03  0.1218643E-15  0.1846313      0.5717649E-14
    524  0.46875      0.2197266       0.000000        82.31      0.2952077E-03  0.7639745E-03 -0.5637851E-17  0.2197266     -0.9756085E-14
    525  0.50781      0.2578735       0.000000        82.47     -0.2940842E-03  0.7641543E-03  0.2950114E-15  0.2578735     -0.1867256E-13
    526  0.54688      0.2990723       0.000000        82.62      0.2929670E-03  0.7643487E-03 -0.6169110E-16  0.2990723      0.2205180E-13
    527  0.58594      0.3433228       0.000000        82.78     -0.2918563E-03  0.7645575E-03 -0.1324082E-15  0.3433228     -0.5891988E-14
    528  0.62500      0.3906250       0.000000        82.94      0.2907518E-03  0.7647808E-03  0.1301043E-17  0.3906250     -0.2664535E-14
    529  0.66406      0.4409790       0.000000        83.10     -0.2896536E-03  0.7650186E-03 -0.3138223E-15  0.4409790      0.1558649E-14
    530  0.70312      0.4943848       0.000000        83.25      0.2885616E-03  0.7652709E-03 -0.2645453E-16  0.4943848     -0.6245005E-14
    531  0.74219      0.5508423       0.000000        83.41     -0.2874757E-03  0.7655377E-03  0.1713039E-15  0.5508423      0.1792316E-13
    532  0.78125      0.6103516       0.000000        83.57      0.2863960E-03  0.7658191E-03 -0.1821460E-16  0.6103516      0.9950374E-14
    533  0.82031      0.6729126       0.000000        83.72     -0.2853224E-03  0.7661151E-03 -0.1040834E-16  0.6729126     -0.1401657E-13
    534  0.85938      0.7385254       0.000000        83.88      0.2842547E-03  0.7664257E-03  0.1127570E-15  0.7385254     -0.1920686E-13
    535  0.89844      0.8071899       0.000000        84.04     -0.2831931E-03  0.7667509E-03 -0.4050579E-15  0.8071899      0.1398881E-13
    536  0.93750      0.8789062       0.000000        84.19      0.2821374E-03  0.7670908E-03 -0.3469447E-17  0.8789062     -0.4690692E-14
    537  0.97656      0.9536743       0.000000        84.35     -0.2810876E-03  0.7674453E-03 -0.3070461E-15  0.9536743      0.1360023E-14
    538   1.0156       1.031494       0.000000        84.51      0.2800436E-03  0.7678145E-03 -0.6938894E-17   1.031494     -0.1498801E-14
    539   1.0547       1.112366       0.000000        84.67     -0.2790055E-03  0.7681985E-03  0.6938894E-16   1.112366      0.1693090E-14
    540   1.0938       1.196289       0.000000        84.82      0.2779731E-03  0.7685972E-03  0.6938894E-17   1.196289     -0.1873501E-13
    541   1.1328       1.283264       0.000000        84.98     -0.2769464E-03  0.7690108E-03  0.1804112E-15   1.283264      0.1884604E-13
    542   1.1719       1.373291       0.000000        85.14      0.2759254E-03  0.7694391E-03 -0.1110223E-15   1.373291     -0.6661338E-14
    543   1.2109       1.466370       0.000000        85.29     -0.2749100E-03  0.7698823E-03  0.3330669E-15   1.466370     -0.1063039E-13
    544   1.2500       1.562500       0.000000        85.45      0.2739003E-03  0.7703404E-03   0.000000       1.562500      0.7473323E-14
    545   1.2891       1.661682       0.000000        85.61     -0.2728960E-03  0.7708134E-03 -0.2412447E-15   1.661682     -0.1356487E-14
    546   1.3281       1.763916       0.000000        85.77      0.2718973E-03  0.7713014E-03 -0.4172221E-15   1.763916     -0.1003010E-13
    547   1.3672       1.869202       0.000000        85.92     -0.2709041E-03  0.7718043E-03  0.1387863E-15   1.869202      0.2071600E-13
    548   1.4062       1.977539       0.000000        86.08      0.2699163E-03  0.7723223E-03 -0.6394696E-17   1.977539     -0.1042249E-13
    549   1.4453       2.088928       0.000000        86.24     -0.2689339E-03  0.7728554E-03 -0.1728474E-15   2.088928      0.3292572E-14
    550   1.4844       2.203369       0.000000        86.39      0.2679568E-03  0.7734036E-03  0.1615821E-18   2.203369      0.1120564E-14
    551   1.5234       2.320862       0.000000        86.55     -0.2669851E-03  0.7739670E-03  0.3431772E-15   2.320862      0.2530684E-15
    552   1.5625       2.441406       0.000000        86.71      0.2660187E-03  0.7745455E-03 -0.2974125E-17   2.441406     -0.8659740E-14
    553   1.6016       2.565002       0.000000        86.87     -0.2650574E-03  0.7751393E-03  0.3103494E-15   2.565002     -0.7372642E-14
    554   1.6406       2.691650       0.000000        87.02      0.2641014E-03  0.7757484E-03  0.3445848E-16   2.691650      0.2737461E-14
    555   1.6797       2.821350       0.000000        87.18     -0.2631505E-03  0.7763729E-03 -0.8299882E-16   2.821350      0.1478665E-13
    556   1.7188       2.954102       0.000000        87.34      0.2622048E-03  0.7770127E-03 -0.9324139E-17   2.954102     -0.1100182E-13
    557   1.7578       3.089905       0.000000        87.49     -0.2612642E-03  0.7776679E-03  0.2443026E-15   3.089905     -0.8343953E-14
    558   1.7969       3.228760       0.000000        87.65      0.2603286E-03  0.7783387E-03  0.5957796E-16   3.228760      0.2331822E-13
    559   1.8359       3.370667       0.000000        87.81     -0.2593980E-03  0.7790250E-03  0.3725190E-15   3.370667     -0.8242673E-14
    560   1.8750       3.515625       0.000000        87.96      0.2584724E-03  0.7797268E-03  0.1653932E-17   3.515625      0.7327472E-14
    561   1.9141       3.663635       0.000000        88.12     -0.2575518E-03  0.7804444E-03 -0.3916362E-16   3.663635      0.8138388E-14
    562   1.9531       3.814697       0.000000        88.28      0.2566360E-03  0.7811776E-03 -0.6196111E-16   3.814697     -0.8743006E-14
    563   1.9922       3.968811       0.000000        88.44     -0.2557252E-03  0.7819266E-03  0.1379105E-15   3.968811      0.2596548E-13
    564   2.0312       4.125977       0.000000        88.59      0.2548191E-03  0.7826914E-03  0.9026507E-17   4.125977      0.6002009E-14
    565   2.0703       4.286194       0.000000        88.75     -0.2539179E-03  0.7834721E-03 -0.3542997E-16   4.286194     -0.1292703E-13
    566   2.1094       4.449463       0.000000        88.91      0.2530215E-03  0.7842687E-03 -0.5795165E-16   4.449463     -0.2268665E-13
    567   2.1484       4.615784       0.000000        89.06     -0.2521298E-03  0.7850813E-03 -0.2558081E-15   4.615784      0.1437739E-13
    568   2.1875       4.785156       0.000000        89.22      0.2512428E-03  0.7859100E-03 -0.2959872E-16   4.785156     -0.8912808E-14
    569   2.2266       4.957581       0.000000        89.38     -0.2503604E-03  0.7867548E-03 -0.2755937E-15   4.957581      0.1103638E-13
    570   2.2656       5.133057       0.000000        89.54      0.2494828E-03  0.7876158E-03 -0.3859760E-16   5.133057     -0.2921409E-14
    571   2.3047       5.311584       0.000000        89.69     -0.2486097E-03  0.7884931E-03  0.1144917E-15   5.311584      0.1126169E-13
    572   2.3438       5.493164       0.000000        89.85      0.2477412E-03  0.7893868E-03 -0.5345536E-16   5.493164     -0.1543917E-13
    573   2.3828       5.677795       0.000000        90.01     -0.2468772E-03  0.7902968E-03  0.7480995E-17   5.677795      0.1547347E-13
    574   2.4219       5.865479       0.000000        90.16      0.2460178E-03  0.7912233E-03 -0.1365178E-15   5.865479     -0.7119305E-14
    575   2.4609       6.056213       0.000000        90.32     -0.2451628E-03  0.7921663E-03 -0.2452574E-14   6.056213     -0.1423861E-13
    576   2.5000       6.250000       0.000000        90.48      0.2443123E-03  0.7931260E-03   0.000000       6.250000      0.1745879E-13
    577   2.5391       6.446838       0.000000        90.63     -0.2434662E-03  0.7941024E-03 -0.3436674E-16   6.446838     -0.2095009E-14
    578   2.5781       6.646729       0.000000        90.79      0.2426245E-03  0.7950956E-03  0.2447279E-15   6.646729     -0.1142169E-13
    579   2.6172       6.849670       0.000000        90.95     -0.2417871E-03  0.7961056E-03 -0.6819841E-16   6.849670      0.1450202E-13
    580   2.6562       7.055664       0.000000        91.11      0.2409541E-03  0.7971326E-03  0.2113127E-16   7.055664     -0.2092824E-13
    581   2.6953       7.264709       0.000000        91.26     -0.2401253E-03  0.7981765E-03  0.2225813E-15   7.264709      0.1357194E-13
    582   2.7344       7.476807       0.000000        91.42      0.2393009E-03  0.7992376E-03 -0.1117686E-16   7.476807      0.8091019E-14
    583   2.7734       7.691956       0.000000        91.58     -0.2384806E-03  0.8003159E-03  0.1102950E-14   7.691956      0.3749686E-15
    584   2.8125       7.910156       0.000000        91.73      0.2376646E-03  0.8014115E-03 -0.7867897E-17   7.910156     -0.1885965E-13
    585   2.8516       8.131409       0.000000        91.89     -0.2368528E-03  0.8025244E-03  0.6523132E-15   8.131409     -0.3372571E-14
    586   2.8906       8.355713       0.000000        92.05      0.2360451E-03  0.8036548E-03 -0.2531717E-16   8.355713     -0.4954639E-14
    587   2.9297       8.583069       0.000000        92.21     -0.2352416E-03  0.8048028E-03 -0.2448384E-15   8.583069      0.1075502E-13
    588   2.9688       8.813477       0.000000        92.36      0.2344421E-03  0.8059684E-03  0.4649303E-17   8.813477     -0.1219858E-13
    589   3.0078       9.046936       0.000000        92.52     -0.2336467E-03  0.8071517E-03 -0.2489232E-15   9.046936     -0.1644786E-14
    590   3.0469       9.283447       0.000000        92.68      0.2328553E-03  0.8083529E-03  0.3500687E-16   9.283447      0.1006140E-13
    591   3.0859       9.523010       0.000000        92.83     -0.2320680E-03  0.8095720E-03 -0.6742507E-15   9.523010      0.1574798E-14
    592   3.1250       9.765625       0.000000        92.99      0.2312847E-03  0.8108091E-03  0.3323823E-17   9.765625     -0.5633845E-14
    593   3.1641       10.01129       0.000000        93.15     -0.2305053E-03  0.8120644E-03 -0.1950279E-15   10.01129      0.6652602E-14
    594   3.2031       10.26001       0.000000        93.31      0.2297298E-03  0.8133379E-03  0.5180672E-16   10.26001     -0.1860985E-13
    595   3.2422       10.51178       0.000000        93.46     -0.2289583E-03  0.8146298E-03  0.3758525E-15   10.51178      0.2487620E-13
    596   3.2812       10.76660       0.000000        93.62      0.2281906E-03  0.8159401E-03  0.1109497E-16   10.76660      0.2344273E-14
    597   3.3203       11.02448       0.000000        93.78     -0.2274268E-03  0.8172689E-03  0.2333012E-15   11.02448     -0.5274096E-14
    598   3.3594       11.28540       0.000000        93.93      0.2266668E-03  0.8186165E-03  0.3042359E-16   11.28540     -0.3103181E-13
    599   3.3984       11.54938       0.000000        94.09     -0.2259106E-03  0.8199828E-03  0.4695083E-15   11.54938     -0.2220446E-15
    600   3.4375       11.81641       0.000000        94.25      0.2251582E-03  0.8213680E-03 -0.1239401E-17   11.81641     -0.7646929E-14
    601   3.4766       12.08649       0.000000        94.40     -0.2244095E-03  0.8227723E-03  0.7467685E-15   12.08649      0.1097760E-13
    602   3.5156       12.35962       0.000000        94.56      0.2236646E-03  0.8241957E-03  0.4990512E-16   12.35962     -0.1615375E-13
    603   3.5547       12.63580       0.000000        94.72     -0.2229234E-03  0.8256383E-03 -0.7356417E-16   12.63580      0.2285698E-13
    604   3.5938       12.91504       0.000000        94.88      0.2221858E-03  0.8271003E-03 -0.6838553E-16   12.91504     -0.3026826E-13
    605   3.6328       13.19733       0.000000        95.03     -0.2214519E-03  0.8285818E-03  0.1622498E-15   13.19733      0.1309902E-13
    606   3.6719       13.48267       0.000000        95.19      0.2207217E-03  0.8300829E-03 -0.4314705E-16   13.48267     -0.1923515E-13
    607   3.7109       13.77106       0.000000        95.35     -0.2199950E-03  0.8316038E-03  0.2847618E-15   13.77106     -0.2543772E-13
    608   3.7500       14.06250       0.000000        95.50      0.2192720E-03  0.8331445E-03   0.000000       14.06250      0.1546693E-13
    609   3.7891       14.35699       0.000000        95.66     -0.2185524E-03  0.8347053E-03 -0.3262525E-15   14.35699      0.3160599E-14
    610   3.8281       14.65454       0.000000        95.82      0.2178365E-03  0.8362862E-03  0.2541414E-15   14.65454     -0.8774030E-14
    611   3.8672       14.95514       0.000000        95.98     -0.2171240E-03  0.8378874E-03  0.1768250E-15   14.95514      0.2071600E-13
    612   3.9062       15.25879       0.000000        96.13      0.2164150E-03  0.8395091E-03 -0.1169833E-15   15.25879     -0.2154703E-13
    613   3.9453       15.56549       0.000000        96.29     -0.2157095E-03  0.8411512E-03 -0.1233647E-16   15.56549     -0.2924677E-14
    614   3.9844       15.87524       0.000000        96.45      0.2150074E-03  0.8428141E-03 -0.4450335E-16   15.87524      0.5507579E-14
    615   4.0234       16.18805       0.000000        96.60     -0.2143088E-03  0.8444979E-03 -0.3317093E-15   16.18805      0.6080105E-14
    616   4.0625       16.50391       0.000000        96.76      0.2136136E-03  0.8462026E-03  0.6715670E-17   16.50391     -0.2864375E-13
    617   4.1016       16.82281       0.000000        96.92     -0.2129217E-03  0.8479285E-03 -0.1322207E-15   16.82281     -0.1891896E-13
    618   4.1406       17.14478       0.000000        97.08      0.2122332E-03  0.8496757E-03  0.2879472E-17   17.14478     -0.1413793E-13
    619   4.1797       17.46979       0.000000        97.23     -0.2115480E-03  0.8514443E-03 -0.1103059E-15   17.46979      0.1039963E-13
    620   4.2188       17.79785       0.000000        97.39      0.2108661E-03  0.8532345E-03  0.4249634E-17   17.79785     -0.1472270E-13
    621   4.2578       18.12897       0.000000        97.55     -0.2101876E-03  0.8550465E-03 -0.1483189E-15   18.12897     -0.3328901E-14
    622   4.2969       18.46313       0.000000        97.70      0.2095123E-03  0.8568804E-03 -0.3711820E-17   18.46313      0.1290444E-13
    623   4.3359       18.80035       0.000000        97.86     -0.2088402E-03  0.8587365E-03  0.8196973E-16   18.80035     -0.6266588E-14
    624   4.3750       19.14062       0.000000        98.02      0.2081714E-03  0.8606147E-03 -0.3509842E-17   19.14062      0.1043610E-13
    625   4.4141       19.48395       0.000000        98.17     -0.2075058E-03  0.8625154E-03 -0.1340929E-15   19.48395      0.9600726E-14
    626   4.4531       19.83032       0.000000        98.33      0.2068434E-03  0.8644387E-03 -0.6473754E-16   19.83032     -0.2162159E-13
    627   4.4922       20.17975       0.000000        98.49     -0.2061841E-03  0.8663848E-03  0.3712074E-15   20.17975      0.2515349E-13
    628   4.5312       20.53223       0.000000        98.65      0.2055280E-03  0.8683538E-03  0.9568608E-17   20.53223     -0.8208846E-14
    629   4.5703       20.88776       0.000000        98.80     -0.2048750E-03  0.8703459E-03  0.3405117E-15   20.88776     -0.6002814E-15
    630   4.6094       21.24634       0.000000        98.96      0.2042251E-03  0.8723613E-03 -0.7250340E-16   21.24634     -0.3876583E-13
    631   4.6484       21.60797       0.000000        99.12     -0.2035783E-03  0.8744002E-03 -0.4135498E-16   21.60797     -0.1051066E-13
    632   4.6875       21.97266       0.000000        99.27      0.2029346E-03  0.8764628E-03 -0.9757820E-17   21.97266     -0.2759938E-13
    633   4.7266       22.34039       0.000000        99.43     -0.2022939E-03  0.8785493E-03  0.7725255E-16   22.34039      0.2924404E-13
    634   4.7656       22.71118       0.000000        99.59      0.2016563E-03  0.8806598E-03 -0.3452869E-16   22.71118     -0.1568897E-13
    635   4.8047       23.08502       0.000000        99.75     -0.2010216E-03  0.8827945E-03 -0.3497720E-15   23.08502      0.2077151E-13
    636   4.8438       23.46191       0.000000        99.90      0.2003900E-03  0.8849537E-03 -0.3122922E-16   23.46191     -0.1856685E-13
    637   4.8828       23.84186       0.000000        100.1     -0.1997613E-03  0.8871376E-03 -0.2817009E-15   23.84186     -0.1019664E-13
    638   4.9219       24.22485       0.000000        100.2      0.1991356E-03  0.8893463E-03 -0.1476851E-15   24.22485     -0.3091998E-13
    639   4.9609       24.61090       0.000000        100.4     -0.1985128E-03  0.8915801E-03  0.6500205E-15   24.61090     -0.1716329E-13
    640   5.0000       25.00000       0.000000        100.5      0.1978929E-03  0.8938392E-03   0.000000       25.00000      0.1715402E-13
    641   5.0391       25.39215       0.000000        100.7     -0.1972760E-03  0.8961237E-03 -0.1141083E-14   25.39215      0.6869505E-14
